score_col,score_bin,bin_rank_high_to_low,rank_in_bin,id,score,ood_score_original,final_ood_score,panelness_anchor_max_rank,panelness_nn1_rank,label,pred_label,copied_path
dup_score,0.95-1.00,1,1,train_01004,1.0,0.0,0.0,0.6756954612005857,0.9981698389458272,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank01_dup_score_1p0000_train_01004_label0_pred0.jpg
dup_score,0.95-1.00,1,2,train_00664,1.0,0.0,0.0,0.6595900439238653,0.9439970717423133,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank02_dup_score_1p0000_train_00664_label0_pred0.jpg
dup_score,0.95-1.00,1,3,train_01151,1.0,0.0,0.0,0.5600292825768668,0.8363836017569546,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank03_dup_score_1p0000_train_01151_label1_pred1.jpg
dup_score,0.95-1.00,1,4,train_00087,1.0,0.0,0.0,0.3389458272327965,0.9923133235724744,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank04_dup_score_1p0000_train_00087_label0_pred0.jpg
dup_score,0.95-1.00,1,5,train_00896,1.0,0.0,0.0,0.3726207906295754,0.8480966325036603,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank05_dup_score_1p0000_train_00896_label0_pred0.jpg
dup_score,0.55-0.60,9,1,train_00135,0.5625,0.0,0.0,0.09224011713030747,0.9615666178623719,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank01_dup_score_0p5625_train_00135_label1_pred1.jpg
dup_score,0.55-0.60,9,2,train_00403,0.5625,0.0,0.0,0.7693997071742313,0.8451683748169839,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank02_dup_score_0p5625_train_00403_label1_pred1.jpg
dup_score,0.55-0.60,9,3,train_00194,0.5625,0.0,0.0,0.6742313323572474,0.8451683748169839,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank03_dup_score_0p5625_train_00194_label1_pred1.jpg
dup_score,0.55-0.60,9,4,train_00972,0.5625,0.0,0.0,0.03806734992679356,0.8766471449487555,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank04_dup_score_0p5625_train_00972_label0_pred0.jpg
dup_score,0.55-0.60,9,5,train_00133,0.5625,0.0,0.0,0.822108345534407,0.8781112737920937,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank05_dup_score_0p5625_train_00133_label0_pred0.jpg
dup_score,0.20-0.25,16,1,train_01114,0.25,0.0,0.0,0.5058565153733529,0.7624450951683748,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank01_dup_score_0p2500_train_01114_label0_pred0.jpg
dup_score,0.20-0.25,16,2,train_00283,0.25,0.0,0.0,0.3594436310395315,0.8700585651537335,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank02_dup_score_0p2500_train_00283_label0_pred0.jpg
dup_score,0.20-0.25,16,3,train_00937,0.25,0.0,0.0,0.20790629575402636,0.9366764275256223,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_212025/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank03_dup_score_0p2500_train_00937_label0_pred0.jpg
