score_col,rank,id,score,label,pred_label,ood_score_original,final_ood_score,panelness_anchor_rank,panelness_nn1_rank,source_path,copied_path
ood_score_original,1,train_00179,1.0,0,0,1.0,0.4256131039531479,0.9897510980966325,0.24341142020497805,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00179.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank001_ood_score_original_1p0000_train_00179_label0_pred0.jpg
ood_score_original,2,train_00012,1.0,1,0,1.0,0.4752470717423134,0.9989019033674963,0.0014641288433382138,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00012.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank002_ood_score_original_1p0000_train_00012_label1_pred0.jpg
ood_score_original,3,train_00365,1.0,0,0,1.0,0.47508235724743786,0.9989019033674963,0.0021961932650073207,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00365.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank003_ood_score_original_1p0000_train_00365_label0_pred0.jpg
ood_score_original,4,train_00204,1.0,0,0,1.0,0.612701317715959,0.7364568081991215,0.0029282576866764276,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00204.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank004_ood_score_original_1p0000_train_00204_label0_pred0.jpg
ood_score_original,5,train_01138,1.0,0,0,1.0,0.3,0.9941434846266471,0.7426793557833089,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01138.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank005_ood_score_original_1p0000_train_01138_label0_pred0.jpg
ood_score_original,6,train_00459,1.0,1,1,1.0,0.4802159590043924,0.9897510980966325,0.0007320644216691069,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00459.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank006_ood_score_original_1p0000_train_00459_label1_pred1.jpg
ood_score_original,7,train_00910,1.0,0,0,1.0,0.8484077598828696,0.2862371888726208,0.005856515373352855,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00910.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank007_ood_score_original_1p0000_train_00910_label0_pred0.jpg
ood_score_original,8,train_00562,1.0,0,1,1.0,0.3900347730600293,0.9941434846266471,0.39128843338213765,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00562.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank008_ood_score_original_1p0000_train_00562_label0_pred1.jpg
ood_score_original,9,train_00020,1.0,1,1,1.0,0.6607979502196194,0.6442166910688141,0.004392386530014641,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00020.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank009_ood_score_original_1p0000_train_00020_label1_pred1.jpg
ood_score_original,10,train_00314,1.0,0,0,1.0,0.9880307467057101,0.01683748169838946,0.013909224011713031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00314.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank010_ood_score_original_1p0000_train_00314_label0_pred0.jpg
ood_score_original,11,train_00149,1.0,0,0,1.0,0.3,0.9941434846266471,0.7207174231332357,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00149.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank011_ood_score_original_1p0000_train_00149_label0_pred0.jpg
ood_score_original,12,train_00226,1.0,0,0,1.0,0.4679721815519766,0.9795021961932651,0.07906295754026355,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00226.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank012_ood_score_original_1p0000_train_00226_label0_pred0.jpg
ood_score_original,13,train_00762,1.0,1,1,1.0,0.9953330893118595,0.007320644216691069,0.0036603221083455345,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00762.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank013_ood_score_original_1p0000_train_00762_label1_pred1.jpg
ood_score_original,14,train_00742,1.0,1,0,1.0,0.9722181551976574,0.04978038067349927,0.007320644216691069,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00742.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank014_ood_score_original_1p0000_train_00742_label1_pred0.jpg
ood_score_original,15,train_00692,0.9971509971509984,0,1,0.9971509971509984,0.27838652792898805,0.9941434846266471,0.8839677891654466,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00692.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3/top50_images/ood_score_original/rank015_ood_score_original_0p9972_train_00692_label0_pred1.jpg
