run,epoch,train_rows,use_dup_weight,train_loss,train_acc,train_auc,train_sum_sample_weight,train_mean_sample_weight,elapsed_sec,val_all_n,val_all_loss,val_all_acc,val_all_auc,val_without_top100_n,val_without_top100_loss,val_without_top100_acc,val_without_top100_auc,val_top100_only_n,val_top100_only_loss,val_top100_only_acc,val_top100_only_auc
R1_remove_oof_top100,1,1008,False,0.5595291682652065,0.7251984126984127,0.7811024276687729,1008.0,1.0,5.845129489898682,274,0.5825280491670553,0.7372262773722628,0.7868236334494003,258,0.48734239194282264,0.7790697674418605,0.8400632911392405,16,2.117396831512451,0.0625,0.018181818181818177
R1_remove_oof_top100,2,1008,False,0.21547592478612113,0.9285714285714286,0.9751829065513801,1008.0,1.0,6.134826898574829,274,0.7072995798866244,0.7445255474452555,0.7895871331454153,258,0.5486032771047695,0.7868217054263565,0.8451898734177216,16,3.266277551651001,0.0625,0.09090909090909088
R1_remove_oof_top100,3,1008,False,0.1085200718648377,0.9593253968253969,0.994225972730296,1008.0,1.0,6.422753572463989,274,0.6927212719282094,0.7481751824817519,0.8219200795887912,258,0.5606722248386043,0.7868217054263565,0.8713924050632912,16,2.822012186050415,0.125,0.07272727272727271
R1_remove_oof_top100,4,1008,False,0.059684776205806034,0.9811507936507936,0.9984037246425008,1008.0,1.0,6.289218187332153,274,0.7579110288707009,0.7481751824817519,0.8101475708837673,258,0.5906145251536554,0.7906976744186046,0.8613291139240506,16,3.4555673599243164,0.0625,0.036363636363636355
R1_remove_oof_top100,5,1008,False,0.06395381987686195,0.9811507936507936,0.9969280013302295,1008.0,1.0,5.983316421508789,274,0.9203659882836969,0.7518248175182481,0.8070524512242304,258,0.658704584363357,0.7945736434108527,0.864620253164557,16,5.139656066894531,0.0625,0.0
R1_remove_oof_top100,6,1008,False,0.07222405729061436,0.9761904761904762,0.9963086132357831,1008.0,1.0,4.946689605712891,274,0.9210203682636693,0.7408759124087592,0.7795279942519207,258,0.7200815378464469,0.7829457364341085,0.8308860759493673,16,4.161159038543701,0.0625,0.12727272727272723
R1_remove_oof_top100,7,1008,False,0.06319924551875346,0.9841269841269841,0.9970069837046891,1008.0,1.0,5.8924055099487305,274,1.1581285717713572,0.7408759124087592,0.7791411042944785,258,0.8728341561879298,0.7790697674418605,0.8284810126582278,16,5.758501052856445,0.125,0.14545454545454542
R1_remove_oof_top100,8,1008,False,0.08436525339585921,0.9712301587301587,0.9945252743598271,1008.0,1.0,5.932955026626587,274,0.9856733658017903,0.7481751824817519,0.8053390814127012,258,0.7315090525057889,0.7906976744186046,0.8606962025316455,16,5.084072113037109,0.0625,0.10909090909090906
R1_remove_oof_top100,9,1008,False,0.04268800685300477,0.9890873015873016,0.9990646824077153,1008.0,1.0,6.331021547317505,274,0.9171212398222763,0.718978102189781,0.8038744265738131,258,0.7088600471038227,0.7596899224806202,0.8561708860759494,16,4.275332927703857,0.0625,0.09090909090909088
R1_remove_oof_top100,10,1008,False,0.060892963310747984,0.9781746031746031,0.997588959095444,1008.0,1.0,5.919822692871094,274,1.1214345684886848,0.7226277372262774,0.7759907146410213,258,0.8194409396297248,0.7596899224806202,0.8322784810126582,16,5.991082191467285,0.125,0.018181818181818177
