id,dusty_prob
test_00000,0.9055571556091309
test_00001,0.28823164105415344
test_00002,0.8175095915794373
test_00003,0.1303592026233673
test_00004,0.6600350141525269
test_00005,0.7145287990570068
test_00006,0.5212808847427368
test_00007,0.4866757392883301
test_00008,0.8931191563606262
test_00009,0.7670983076095581
test_00010,0.04086906090378761
test_00011,0.8519390821456909
test_00012,0.9098517894744873
test_00013,0.17272621393203735
test_00014,0.49069884419441223
test_00015,0.3546365201473236
test_00016,0.33443138003349304
test_00017,0.7473999261856079
test_00018,0.6966289281845093
test_00019,0.485819548368454
test_00020,0.17837205529212952
test_00021,0.9873364567756653
test_00022,0.6275227665901184
test_00023,0.14087367057800293
test_00024,0.3065730929374695
test_00025,0.9560225009918213
test_00026,0.9015156030654907
test_00027,0.46641650795936584
test_00028,0.881980836391449
test_00029,0.28826063871383667
test_00030,0.0021033710800111294
test_00031,0.0772869661450386
test_00032,0.9583417773246765
test_00033,0.17311008274555206
test_00034,0.3671521842479706
test_00035,0.2372695654630661
test_00036,0.7110024690628052
test_00037,0.7323253154754639
test_00038,0.94171541929245
test_00039,0.8956582546234131
test_00040,0.8572079539299011
test_00041,0.791226863861084
test_00042,0.03738342598080635
test_00043,0.23204544186592102
test_00044,0.2151985764503479
test_00045,0.39833852648735046
test_00046,0.7558698654174805
test_00047,0.5313684940338135
test_00048,0.6906083822250366
test_00049,0.2874922752380371
test_00050,0.3106685280799866
test_00051,0.6831181645393372
test_00052,0.7203448414802551
test_00053,0.8318676352500916
test_00054,0.24365054070949554
test_00055,0.11696820706129074
test_00056,0.6007258892059326
test_00057,0.15598349273204803
test_00058,0.24664589762687683
test_00059,0.8698527812957764
test_00060,0.7716090083122253
test_00061,0.5012737512588501
test_00062,0.975407063961029
test_00063,0.9489074945449829
test_00064,0.04040135443210602
test_00065,0.9777002930641174
test_00066,0.3757891058921814
test_00067,0.2016075849533081
test_00068,0.043611738830804825
test_00069,0.24722762405872345
test_00070,0.1554589867591858
test_00071,0.12853851914405823
test_00072,0.3455962836742401
test_00073,0.504160463809967
test_00074,0.8883340954780579
test_00075,0.047731369733810425
test_00076,0.5946239233016968
test_00077,0.7812422513961792
test_00078,0.2329043447971344
test_00079,0.976069986820221
test_00080,0.45711445808410645
test_00081,0.9331757426261902
test_00082,0.33367976546287537
test_00083,0.5903357863426208
test_00084,0.4924463927745819
test_00085,0.1967926025390625
test_00086,0.7289914488792419
test_00087,0.09087438881397247
test_00088,0.11286236345767975
test_00089,0.8704054951667786
test_00090,0.9345347285270691
test_00091,0.21742253005504608
test_00092,0.2600277066230774
test_00093,0.13895104825496674
test_00094,0.037089429795742035
test_00095,0.8259134292602539
test_00096,0.1858026385307312
test_00097,0.2504979074001312
test_00098,0.7182894349098206
test_00099,0.2758488953113556
test_00100,0.99905925989151
test_00101,0.8866099119186401
test_00102,0.8104575872421265
test_00103,0.08213770389556885
test_00104,0.7198560833930969
test_00105,0.602556049823761
test_00106,0.9281924366950989
test_00107,0.5014222264289856
test_00108,0.3801555335521698
test_00109,0.2728932201862335
test_00110,0.4431810975074768
test_00111,0.8413662910461426
test_00112,0.5473403930664062
test_00113,0.2256041020154953
test_00114,0.29583364725112915
test_00115,0.6309376955032349
test_00116,0.6192380785942078
test_00117,0.12552626430988312
test_00118,0.912713885307312
test_00119,0.18861094117164612
test_00120,0.40249261260032654
test_00121,0.793393611907959
test_00122,0.36749476194381714
test_00123,0.7501932978630066
test_00124,0.5539752840995789
test_00125,0.01803627237677574
test_00126,0.5250123739242554
test_00127,0.8505195379257202
test_00128,0.012711800634860992
test_00129,0.9650365114212036
test_00130,0.9126039147377014
test_00131,0.11438501626253128
test_00132,0.8465147614479065
test_00133,0.8590019941329956
test_00134,0.5128936767578125
test_00135,0.060258667916059494
test_00136,0.6768067479133606
test_00137,0.8444541096687317
test_00138,0.7357359528541565
test_00139,0.7103456258773804
test_00140,0.30720388889312744
test_00141,0.5507590770721436
test_00142,0.541782796382904
test_00143,0.6466336846351624
test_00144,0.5319044589996338
test_00145,0.6659204363822937
test_00146,0.993760883808136
test_00147,0.7780899405479431
test_00148,0.9413223266601562
test_00149,0.7903964519500732
test_00150,0.5153884887695312
test_00151,0.8267341256141663
test_00152,0.09212345629930496
test_00153,0.034519243985414505
test_00154,0.9608164429664612
test_00155,0.378561407327652
test_00156,0.7228034138679504
test_00157,0.6375537514686584
test_00158,0.9984013438224792
test_00159,0.05477188527584076
test_00160,0.19625972211360931
test_00161,0.03760763257741928
test_00162,0.9720423817634583
test_00163,0.8922879695892334
test_00164,0.9614068269729614
test_00165,0.21314629912376404
test_00166,0.9134026765823364
test_00167,0.6862266063690186
test_00168,0.7478125095367432
test_00169,0.2863960266113281
test_00170,0.9086246490478516
test_00171,0.29834794998168945
test_00172,0.5277783870697021
test_00173,0.04040312021970749
test_00174,0.25128933787345886
test_00175,0.1179995909333229
test_00176,0.402241975069046
test_00177,0.3162625730037689
test_00178,0.362073689699173
test_00179,0.74970942735672
test_00180,0.8598086833953857
test_00181,0.5006285309791565
test_00182,0.015335733070969582
test_00183,0.24041806161403656
test_00184,0.13157343864440918
test_00185,0.04779153689742088
test_00186,0.007739180698990822
test_00187,0.1746549755334854
test_00188,0.1359701305627823
test_00189,0.7764809727668762
test_00190,0.5907295942306519
test_00191,0.5224629640579224
test_00192,0.6416938304901123
test_00193,0.22133788466453552
test_00194,0.3007805347442627
test_00195,0.7341569662094116
test_00196,0.6635430455207825
test_00198,0.09592720866203308
test_00199,0.9158062934875488
test_00200,0.10239604860544205
test_00201,0.6899434924125671
test_00202,0.9638851881027222
test_00203,0.656123697757721
test_00204,0.6248846054077148
test_00205,0.47543901205062866
test_00206,0.03659527003765106
test_00207,0.8869130611419678
test_00208,0.3487838804721832
test_00209,0.3366505205631256
test_00210,0.3990544378757477
test_00211,0.029514366760849953
test_00212,0.6843045949935913
test_00213,0.23696410655975342
test_00214,0.8846205472946167
test_00215,0.037813059985637665
test_00216,0.04285111278295517
test_00217,0.31602075695991516
test_00218,0.9294796586036682
test_00219,0.07585085928440094
test_00220,0.03282635658979416
test_00221,0.27117422223091125
test_00222,0.49327871203422546
test_00223,0.54478919506073
test_00224,0.9648922085762024
test_00225,0.6774018406867981
test_00226,0.2094271034002304
test_00227,0.32613489031791687
test_00228,0.7600601315498352
test_00229,0.38323861360549927
test_00230,0.8644370436668396
test_00231,0.39172613620758057
test_00232,0.9940181970596313
test_00233,0.8698995113372803
test_00234,0.15948393940925598
test_00235,0.12149768322706223
test_00236,0.2946104109287262
test_00237,0.09000813215970993
test_00238,0.2003699094057083
test_00239,0.8739222288131714
test_00240,0.8544518351554871
test_00241,0.3173467218875885
test_00242,0.3157728314399719
test_00243,0.43712571263313293
test_00244,0.32137835025787354
test_00245,0.6007652878761292
test_00246,0.8758915662765503
test_00247,0.10296998172998428
test_00248,0.9984511137008667
test_00249,0.13297539949417114
test_00250,0.903640627861023
test_00251,0.9538360834121704
test_00252,0.7694879174232483
test_00253,0.6373864412307739
test_00254,0.03583987057209015
test_00255,0.6692221760749817
test_00256,0.8419085144996643
test_00257,0.10446836054325104
test_00258,0.07746441662311554
test_00259,0.9517478942871094
test_00260,0.8726126551628113
test_00261,0.09283816069364548
test_00262,0.125857412815094
test_00263,0.9979795813560486
test_00264,0.1259908378124237
test_00265,0.14982403814792633
test_00266,0.002260359236970544
test_00267,0.9282785058021545
test_00268,0.38270267844200134
test_00269,0.188639834523201
test_00270,0.9536243677139282
test_00271,0.2226172238588333
test_00272,0.45580342411994934
test_00273,0.7371172308921814
test_00274,0.09074459969997406
test_00275,0.16069377958774567
test_00276,0.45899203419685364
test_00277,0.7131397724151611
test_00278,0.7731074690818787
test_00279,0.7151579856872559
test_00280,0.8300092220306396
test_00281,0.18925590813159943
test_00282,0.7243109941482544
test_00283,0.8178486227989197
test_00284,0.8299097418785095
test_00285,0.6207768321037292
test_00287,0.15451042354106903
test_00288,0.2620271146297455
test_00289,0.11293837428092957
test_00290,0.8396932482719421
test_00291,0.6994098424911499
test_00292,0.10314472764730453
test_00293,0.6408571004867554
test_00294,0.7055145502090454
test_00295,0.529773473739624
test_00296,0.29871612787246704
test_00297,0.3551166355609894
test_00298,0.30776384472846985
test_00299,0.7730321884155273
test_00300,0.9231938123703003
test_00301,0.16124758124351501
test_00302,0.22687482833862305
test_00303,0.326457679271698
test_00304,0.8857128024101257
test_00305,0.03309056907892227
test_00306,0.7280189394950867
test_00307,0.4319082498550415
test_00308,0.9171363711357117
test_00309,0.12554174661636353
test_00310,0.9904581308364868
test_00311,0.006960057187825441
test_00312,0.11478833854198456
test_00313,0.4756340980529785
test_00314,0.5997841954231262
test_00315,0.1768679916858673
test_00316,0.7831783890724182
test_00317,0.6870939135551453
test_00318,0.5341539978981018
test_00319,0.9664613604545593
test_00320,0.38562247157096863
test_00321,0.9224122762680054
test_00322,0.06804214417934418
test_00323,0.7847453951835632
test_00324,0.6729345917701721
test_00325,0.20848070085048676
test_00326,0.5511731505393982
test_00327,0.4158208966255188
test_00328,0.8593080639839172
test_00329,0.1908247321844101
test_00330,0.5304820537567139
test_00331,0.2235127091407776
test_00332,0.019714156165719032
test_00333,0.6055307388305664
test_00334,0.7162384390830994
test_00335,0.8913780450820923
test_00336,0.539681613445282
test_00337,0.43902531266212463
test_00338,0.09210041910409927
test_00339,0.04546187445521355
test_00340,0.5089220404624939
test_00341,0.9880550503730774
test_00342,0.028190651908516884
test_00343,0.7506251335144043
test_00344,0.11294423043727875
test_00345,0.1157047301530838
test_00346,0.3638323247432709
test_00347,0.7497310042381287
test_00348,0.8897981643676758
test_00349,0.39228737354278564
test_00350,0.3191542625427246
test_00351,0.16498689353466034
test_00352,0.296716570854187
test_00353,0.36478888988494873
test_00354,0.8592639565467834
test_00355,0.17996172606945038
test_00356,0.5259496569633484
test_00357,0.883184015750885
