id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set
train_01233,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01233.jpg,1,train,4,0.09780975431203842,0,0.9021902456879616,0.0,0.0010283137399642,189,33,False,False,False
train_00878,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00878.jpg,1,train,2,0.998799204826355,1,0.0012007951736450195,1.0,0.0425654658018119,1159,203,False,False,False
train_00473,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00473.jpg,0,train,1,0.00022944655211176723,0,0.00022944655211176723,0.5625,1.248166892085546e-05,1252,249,False,False,False
train_00244,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00244.jpg,1,train,2,0.00021262992231640965,0,0.9997873700776836,0.25,0.0599031934183343,13,5,True,True,True
train_01127,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01127.jpg,1,train,2,0.99982750415802,1,0.00017249584197998047,0.0,0.000105537630021,1261,238,False,False,False
train_00315,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00315.jpg,0,train,1,0.18560877442359924,0,0.18560877442359924,0.0,0.0402973370710151,559,113,False,False,False
train_00322,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00322.jpg,1,train,3,0.13034680485725403,0,0.869653195142746,0.0,0.0019792859132344,205,16,False,True,False
train_01179,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01179.jpg,0,train,2,0.02650826796889305,0,0.02650826796889305,0.0,0.0003515757648808,851,134,False,False,False
train_01294,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01294.jpg,0,train,0,0.03239411115646362,0,0.03239411115646362,0.0,5.214983656826704e-07,835,142,False,False,False
train_00088,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00088.jpg,0,train,3,0.35138458013534546,0,0.35138458013534546,0.0,3.220922258353067e-07,446,105,False,False,False
train_00424,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00424.jpg,1,train,1,0.0057092574425041676,0,0.9942907425574958,0.0,0.0916204965228699,62,14,False,True,False
train_01258,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01258.jpg,0,train,2,0.005103230942040682,0,0.005103230942040682,0.0,0.0001652540958445,1029,164,False,False,False
train_00373,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00373.jpg,1,train,0,0.7954663634300232,1,0.2045336365699768,0.0,0.0011930990723164,547,101,False,False,False
train_00529,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00529.jpg,0,train,3,0.0695388913154602,0,0.0695388913154602,0.0,1.841447686078428e-08,718,204,False,False,False
train_00762,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00762.jpg,1,train,1,0.7087554335594177,1,0.2912445664405823,0.0,0.0,476,102,False,False,False
train_00920,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00920.jpg,0,train,1,0.0001356141292490065,0,0.0001356141292490065,0.0,1.8882643947251004e-05,1272,256,False,False,False
train_00349,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00349.jpg,0,train,1,0.29862096905708313,0,0.29862096905708313,0.0,0.0001455136544825,472,101,False,False,False
train_01162,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01162.jpg,0,train,2,0.04550054669380188,0,0.04550054669380188,0.0,0.0401184672273887,777,118,False,False,False
train_00774,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00774.jpg,1,train,4,0.7877203226089478,1,0.21227967739105225,0.0,0.0028618500089281,542,104,False,False,False
train_01335,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01335.jpg,0,train,4,0.0016184779815375805,0,0.0016184779815375805,0.0,5.124867702741093e-07,1130,250,False,False,False
train_00107,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00107.jpg,1,train,0,0.9469773769378662,1,0.05302262306213379,0.0,0.0013189037091865,754,123,False,False,False
train_00993,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00993.jpg,1,train,0,0.28338783979415894,0,0.7166121602058411,0.0,0.0001364167522733,279,67,False,False,False
train_00271,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00271.jpg,0,train,1,0.3892388939857483,0,0.3892388939857483,0.0,0.0023678055904682,428,96,False,False,False
train_00979,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00979.jpg,1,train,2,0.35418906807899475,0,0.6458109319210052,0.0,0.0041256659337759,308,55,False,False,False
train_01083,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01083.jpg,0,train,3,0.11137469857931137,0,0.11137469857931137,0.0625,3.075303881434477e-08,645,178,False,False,False
train_00011,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00011.jpg,0,train,4,0.022156592458486557,0,0.022156592458486557,0.5625,4.959763799661232e-09,867,179,False,False,False
train_01052,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01052.jpg,1,train,4,0.9981456995010376,1,0.0018543004989624023,0.0,0.0029739877247438,1122,248,False,False,False
train_00172,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00172.jpg,0,train,1,0.9974695444107056,1,0.9974695444107056,0.0,1.32730977519685e-06,47,8,True,True,True
train_00610,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00610.jpg,1,train,4,0.9875812530517578,1,0.012418746948242188,0.0,0.0014493722330531,933,197,False,False,False
train_00559,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00559.jpg,0,train,1,0.16425982117652893,0,0.16425982117652893,0.0,5.869941656307851e-05,574,116,False,False,False
train_01225,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01225.jpg,0,train,2,0.00013818383740726858,0,0.00013818383740726858,0.0,0.0002792741908697,1271,242,False,False,False
train_00764,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00764.jpg,0,train,0,0.9992788434028625,1,0.9992788434028625,0.0,0.0002839091256818,22,10,True,True,True
train_01015,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01015.jpg,1,train,1,0.5751330852508545,1,0.4248669147491455,0.0,0.0049307067731434,401,91,False,False,False
train_00223,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00223.jpg,0,train,1,3.447683639024035e-06,0,3.447683639024035e-06,0.0,0.0062793347719167,1338,270,False,False,False
train_01018,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01018.jpg,0,train,1,0.5047205686569214,1,0.5047205686569214,0.0,0.0306708797053728,370,83,False,False,False
train_00124,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00124.jpg,0,train,2,0.004953719675540924,0,0.004953719675540924,1.0,8.426800170037119e-07,1033,165,False,False,False
train_00321,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00321.jpg,0,train,1,0.009764445945620537,0,0.009764445945620537,0.0,0.0400160367146435,961,184,False,False,False
train_00523,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00523.jpg,1,train,3,0.6536974906921387,1,0.34630250930786133,0.0,8.586356622214061e-06,451,106,False,False,False
train_01238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01238.jpg,0,train,4,0.005577597767114639,0,0.005577597767114639,1.0,0.0003982703279953,1019,221,False,False,False
train_00787,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00787.jpg,0,train,1,0.009542321786284447,0,0.009542321786284447,0.0,0.000171147124872,963,185,False,False,False
