id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set,sample_weight_before_removal,removed_from_train
train_01241,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01241.jpg,1,train,0,1.2826209285776713e-06,0,0.9999987173790714,0.0,0.0009281991160581,1,1,True,True,True,1.0,True
train_00509,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00509.jpg,1,train,0,4.033839559269836e-06,0,0.9999959661604407,0.0625,0.0550606975295077,2,2,True,True,True,0.96875,True
train_00613,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00613.jpg,1,train,0,6.435059731302317e-06,0,0.9999935649402687,0.0,0.0146148070957722,3,3,True,True,True,1.0,True
train_00238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00238.jpg,1,train,0,2.4125585696310736e-05,0,0.9999758744143037,0.0,0.011546295447974,4,4,True,True,True,1.0,True
train_00342,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00342.jpg,1,train,0,5.6293461966561154e-05,0,0.9999437065380334,0.0,0.0004234844957017,6,5,True,True,True,1.0,True
train_00732,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00732.jpg,1,train,0,0.0003830619971267879,0,0.9996169380028732,0.0,0.0046565378231589,15,6,True,True,True,1.0,True
train_00160,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00160.jpg,1,val,0,0.0004573338374029845,0,0.999542666162597,0.0,0.8405228135632112,16,7,True,True,True,1.0,False
train_00056,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00056.jpg,1,train,0,0.0005225521745160222,0,0.999477447825484,0.0,0.0001628841399305,18,8,True,True,True,1.0,True
train_00312,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00312.jpg,1,train,0,0.0006033530808053911,0,0.9993966469191946,0.0,0.0017577895581253,19,9,True,True,True,1.0,True
train_00764,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00764.jpg,0,train,0,0.999278724193573,1,0.999278724193573,0.0,0.0002839091256818,22,10,True,True,True,1.0,True
train_00475,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00475.jpg,1,train,0,0.0007658562390133739,0,0.9992341437609866,0.0,0.0002587324990154,24,11,False,True,False,1.0,True
train_00280,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00280.jpg,1,val,0,0.0008652147953398526,0,0.9991347852046601,0.0,0.9016124633264304,27,12,False,True,False,1.0,False
train_00518,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00518.jpg,0,val,0,0.9990031123161316,1,0.9990031123161316,0.0,0.954422328437667,30,13,False,True,False,1.0,False
train_01133,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01133.jpg,1,val,0,0.0010008610552176833,0,0.9989991389447823,0.0,0.997265820420267,31,14,False,True,False,1.0,False
train_00540,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00540.jpg,0,train,0,0.9986067414283752,1,0.9986067414283752,0.0,8.297192641138974e-05,35,15,False,True,False,1.0,True
train_00273,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00273.jpg,1,train,0,0.0015353127382695675,0,0.9984646872617304,0.0,0.0027290367397651,37,16,False,True,False,1.0,True
train_00228,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00228.jpg,0,train,0,0.9981657862663269,1,0.9981657862663269,0.0,0.000312415122879,41,17,False,True,False,1.0,True
train_01315,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01315.jpg,1,train,0,0.0025701981503516436,0,0.9974298018496484,1.0,0.0598757327235404,48,18,False,True,False,0.5,True
train_00489,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00489.jpg,0,train,0,0.9970442652702332,1,0.9970442652702332,1.0,0.0400456847953276,50,19,False,True,False,0.5,True
train_01212,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01212.jpg,1,train,0,0.003205846296623349,0,0.9967941537033767,0.0,7.556348016949479e-05,51,20,False,True,False,1.0,True
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,train,1,7.434118015225977e-05,0,0.9999256588198477,0.0,0.0536368047291265,7,1,True,True,True,1.0,True
train_00569,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00569.jpg,1,train,1,0.0001136989812948741,0,0.9998863010187051,0.0,0.0707942339573329,11,2,True,True,True,1.0,True
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00061.jpg,1,train,1,0.0004703013983089477,0,0.999529698601691,0.0,7.351359583100171e-05,17,3,True,True,True,1.0,True
train_00853,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00853.jpg,1,train,1,0.0007754113175906241,0,0.9992245886824094,0.0,0.0135041074978863,25,4,True,True,True,1.0,True
train_00591,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00591.jpg,1,val,1,0.000808152137324214,0,0.9991918478626758,0.0,0.9586075621560666,26,5,True,True,True,1.0,False
train_01223,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01223.jpg,1,train,1,0.000995021895505488,0,0.9990049781044945,0.0,0.0,29,6,True,True,True,1.0,True
train_00194,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00194.jpg,1,train,1,0.0010572306346148252,0,0.9989427693653852,0.5625,0.1068691555999244,33,7,True,True,True,0.71875,True
