id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set,sample_weight_before_removal,removed_from_train
train_00613,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00613.jpg,1,train,0,2.1020322549247794e-07,0,0.9999997897967745,0.0,0.0146148070957722,1,1,True,True,True,1.0,True
train_00238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00238.jpg,1,train,0,1.6312187653966248e-06,0,0.9999983687812346,0.0,0.011546295447974,2,2,True,True,True,1.0,True
train_00160,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00160.jpg,1,val,0,4.748735136672622e-06,0,0.9999952512648633,0.0,0.8405228135632112,3,3,True,True,True,1.0,False
train_01241,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01241.jpg,1,train,0,1.707101910142228e-05,0,0.9999829289808986,0.0,0.0009281991160581,5,4,True,True,True,1.0,True
train_00732,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00732.jpg,1,train,0,3.755728175747208e-05,0,0.9999624427182425,0.0,0.0046565378231589,7,5,True,True,True,1.0,True
train_00509,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00509.jpg,1,train,0,0.00012063238682458177,0,0.9998793676131754,0.0625,0.0550606975295077,11,6,True,True,True,0.96875,True
train_00273,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00273.jpg,1,train,0,0.00013528064300771803,0,0.9998647193569923,0.0,0.0027290367397651,12,7,True,True,True,1.0,True
train_00342,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00342.jpg,1,train,0,0.00016245160077232867,0,0.9998375483992277,0.0,0.0004234844957017,14,8,True,True,True,1.0,True
train_00993,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00993.jpg,1,train,0,0.0003233501629438251,0,0.9996766498370562,0.0,0.0001364167522733,20,9,True,True,True,1.0,True
train_00280,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00280.jpg,1,val,0,0.00038141952245496213,0,0.999618580477545,0.0,0.9016124633264304,22,10,True,True,True,1.0,False
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00061.jpg,1,train,1,0.00016100541688501835,0,0.999838994583115,0.0,7.351359583100171e-05,13,1,True,True,True,1.0,True
train_01033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01033.jpg,1,train,1,0.00022536584583576769,0,0.9997746341541642,0.0,0.001355767935457,17,2,True,True,True,1.0,True
train_00424,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00424.jpg,1,train,1,0.00033274953602813184,0,0.9996672504639719,0.0,0.0916204965228699,21,3,True,True,True,1.0,True
train_00194,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00194.jpg,1,train,1,0.0006473232642747462,0,0.9993526767357253,0.5625,0.1068691555999244,26,4,True,True,True,0.71875,True
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00029.jpg,1,train,1,0.0010212268680334091,0,0.9989787731319666,0.0,0.1928870923195978,29,5,True,True,True,1.0,True
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,train,1,0.0011144366580992937,0,0.9988855633419007,0.0,0.0536368047291265,30,6,True,True,True,1.0,True
train_01025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01025.jpg,0,train,1,0.9986096620559692,1,0.9986096620559692,0.0,0.0900997440517153,33,7,True,True,True,1.0,True
train_00481,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00481.jpg,1,train,1,0.0023913716431707144,0,0.9976086283568293,0.0,0.0017154425249047,44,8,True,True,True,1.0,True
train_01195,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01195.jpg,0,train,1,0.9962326884269714,1,0.9962326884269714,0.0,9.97270394689434e-07,51,9,True,True,True,1.0,True
train_00876,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00876.jpg,0,train,1,0.9961397051811218,1,0.9961397051811218,0.0,8.574546474572374e-05,52,10,True,True,True,1.0,True
train_00199,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00199.jpg,1,val,2,6.438546733988915e-06,0,0.999993561453266,0.0,0.9040937197179232,4,1,True,True,True,1.0,False
train_00353,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00353.jpg,1,train,2,1.9354936739546247e-05,0,0.9999806450632605,0.0,0.002969372513487,6,2,True,True,True,1.0,True
train_00395,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00395.jpg,1,train,2,4.181847543804906e-05,0,0.999958181524562,0.0,0.1351671154474843,8,3,True,True,True,1.0,True
train_00394,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00394.jpg,0,train,2,0.999910831451416,1,0.999910831451416,0.0,6.983277283921097e-05,9,4,True,True,True,1.0,True
train_00417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00417.jpg,1,train,2,0.00010796046262839809,0,0.9998920395373716,0.0,0.0273073948431719,10,5,True,True,True,1.0,True
