id,mislabel_score,dup_score,ood_score
train_00000,0.0,0.0,0.06881405563689605
train_00001,0.0,0.0,0.8001464128843339
train_00002,0.0,0.0,0.4172767203513909
train_00003,0.0,0.0,0.8704245973645681
train_00004,0.0,0.0,0.8660322108345534
train_00005,0.0,0.0,0.6910688140556369
train_00006,0.0,0.0,0.3067349926793558
train_00007,0.0,0.0625,0.15300146412884333
train_00008,0.0,0.0,0.328696925329429
train_00009,0.0,0.0,0.6727672035139092
train_00010,0.0,0.0,0.4143484626647145
train_00011,0.0,0.5625,0.11346998535871157
train_00012,0.0,0.0,0.8982430453879942
train_00013,0.0,0.0,0.44363103953147875
train_00014,0.0,0.0,0.21156661786237188
train_00015,0.0,0.0,0.3689604685212299
train_00016,0.0,0.0,0.6903367496339677
train_00017,0.0,0.0,0.3784773060029283
train_00018,0.0,0.0,0.6874084919472914
train_00019,0.0,0.0,0.3916544655929722
train_00020,0.0,0.0,0.9985358711566618
train_00021,0.0,0.0,0.2730600292825769
train_00022,0.0,0.0,0.3389458272327965
train_00023,0.0,0.0,0.9707174231332357
train_00024,0.0,0.0,0.1925329428989751
train_00025,0.0,0.0,0.7225475841874085
train_00026,0.0,0.0,0.3806734992679356
train_00027,0.0,1.0,0.3623718887262079
train_00028,0.0,1.0,0.6332357247437774
train_00029,0.0,0.0,0.5168374816983895
train_00030,0.0,0.0,0.40922401171303074
train_00031,0.0,0.0,0.83601756954612
train_00032,0.0,0.0,0.7628111273792094
train_00033,0.0,0.0,0.2562225475841874
train_00034,0.0,0.0,0.46046852122986826
train_00035,0.0,0.0,0.04685212298682284
train_00036,0.0,0.0,0.7774524158125915
train_00037,0.0,0.0,0.26500732064421667
train_00038,0.0,0.0,0.28330893118594436
train_00039,0.0,0.0,0.46193265007320644
train_00040,0.0,0.0,0.4985358711566618
train_00041,0.0,0.0,0.04465592972181552
train_00042,0.0,1.0,0.41800878477306
train_00043,0.0,0.0,0.2335285505124451
train_00044,0.0,0.0,0.1603221083455344
train_00045,0.0,0.0,0.6002928257686676
train_00046,0.0,0.0,0.890190336749634
train_00047,0.0,0.0,0.07906295754026355
train_00048,0.0,1.0,0.1698389458272328
train_00049,0.0,0.0,0.44875549048316254
train_00050,0.0,0.0,0.03294289897510981
train_00051,0.0,0.0,0.9633967789165446
train_00052,0.0,0.0,0.9831625183016105
train_00053,0.0,0.0,0.19692532942898974
train_00054,0.0,0.0,0.03513909224011713
train_00055,0.0,0.0,0.9465592972181552
train_00056,0.0,0.0,0.575402635431918
train_00057,0.0,0.0,0.5234260614934114
train_00058,0.0,0.0,0.9890190336749634
train_00059,0.0,0.0,0.4333821376281113
train_00060,0.0,1.0,0.5702781844802343
train_00061,0.0,0.0,0.5102489019033675
train_00062,0.0,0.9814469,0.5073206442166911
train_00063,0.0,0.0,0.9304538799414348
train_00064,0.0,0.0,0.8711566617862372
train_00065,0.0,0.0,0.20571010248901903
train_00066,0.0,0.0,0.6837481698389458
train_00067,0.0,0.0,0.7994143484626647
train_00068,0.0,0.0,0.4612005856515373
train_00069,0.0,0.0,0.06076134699853587
train_00070,0.0,0.0,0.9941434846266471
train_00071,0.0,0.0,0.027086383601756955
train_00072,0.0,0.0,0.5849194729136163
train_00073,0.0,0.0,0.7357247437774525
train_00074,0.0,0.0,0.8857979502196194
train_00075,0.0,0.0,0.18594436310395315
train_00076,0.0,0.0,0.9992679355783309
train_00077,0.0,0.0,0.14494875549048317
train_00078,0.0,0.0,0.863103953147877
train_00079,0.0,0.0,0.7576866764275256
train_00080,0.0,0.98573226,0.3184480234260615
train_00081,0.0,0.0,0.8667642752562226
train_00082,0.0,1.0,0.1486090775988287
train_00083,0.0,0.0,0.7789165446559297
train_00084,0.0,0.0,0.5805270863836017
train_00085,0.0,0.0,0.972913616398243
train_00086,0.0,0.0,0.6193265007320644
train_00087,0.0,1.0,0.5292825768667643
train_00088,0.0,0.0,0.9524158125915081
train_00089,0.0,0.0,0.25036603221083453
train_00090,0.0,0.0,0.006588579795021962
train_00091,0.0,0.0,0.2232796486090776
train_00092,0.0,0.0,0.5256222547584187
train_00093,0.0,0.0,0.3557833089311859
train_00094,0.0,0.0,0.16617862371888725
train_00095,0.0,0.0,0.37701317715959004
train_00096,0.0,0.0,0.7891654465592972
train_00097,0.0,0.0,0.2445095168374817
train_00098,0.0,0.5625,0.5241581259150805
train_00099,0.0,0.0,0.057833089311859445
train_00100,0.0,0.0,0.7093704245973645
train_00101,0.0,0.0,0.760614934114202
train_00102,0.0,0.0,0.609809663250366
train_00103,0.0,0.0,0.4019033674963397
train_00104,0.0,0.0,0.15666178623718888
train_00105,0.0,0.0,0.3330893118594436
train_00106,0.0,0.0,0.37042459736456806
train_00107,0.0,0.0,0.9114202049780381
train_00108,0.0,0.0,0.8550512445095169
train_00109,0.0,0.0,0.8125915080527086
train_00110,0.0,0.0,0.032210834553440704
train_00111,0.0,0.0,0.3726207906295754
train_00112,0.0,0.0,0.7664714494875549
train_00113,0.0,0.0,0.2913616398243045
train_00114,0.0,0.0,0.2840409956076135
train_00115,0.0,0.5625,0.91800878477306
train_00116,0.0,0.0,0.5065885797950219
train_00117,0.0,0.0,0.10248901903367497
train_00118,0.0,0.0,0.677891654465593
train_00119,0.0,0.0,0.9355783308931186
train_00120,0.0,0.0,0.5336749633967789
train_00121,0.0,0.0,0.6127379209370425
train_00122,0.0,0.0,0.931185944363104
train_00123,0.0,0.0,0.38945827232796487
train_00124,0.0,1.0,0.4480234260614934
train_00125,0.0,0.0,0.0212298682284041
train_00126,0.0,1.0,0.5014641288433382
train_00127,0.0,0.0,0.986822840409956
train_00128,0.0,0.0,0.8872620790629575
train_00129,0.0,0.0,0.0021961932650073207
train_00130,0.0,0.0,0.005856515373352855
train_00131,0.0,0.0,0.14202049780380674
train_00132,0.0,0.0,0.9641288433382138
train_00133,0.0,0.5625,0.17423133235724744
