run,epoch,train_rows,use_dup_weight,train_loss,train_acc,train_auc,train_sum_sample_weight,train_mean_sample_weight,elapsed_sec,val_all_n,val_all_loss,val_all_acc,val_all_auc,val_without_top100_n,val_without_top100_loss,val_without_top100_acc,val_without_top100_auc,val_top100_only_n,val_top100_only_loss,val_top100_only_acc,val_top100_only_auc
R2_remove_oof_top100_dup_weight,1,1008,True,0.564870441719588,0.7162698412698413,0.7743224143664782,964.84375,0.9571862599206349,6.659267902374268,274,0.5871920811868933,0.7372262773722628,0.7809650140938484,258,0.491481108258861,0.7790697674418605,0.835379746835443,16,2.1305315494537354,0.0625,0.036363636363636355
R2_remove_oof_top100_dup_weight,2,1008,True,0.21462083618023134,0.9216269841269841,0.9750789823744597,964.84375,0.9571862599206349,6.006529808044434,274,0.718256777166015,0.7372262773722628,0.785662963577074,258,0.5524578934838605,0.7790697674418605,0.8425949367088608,16,3.39176344871521,0.0625,0.05454545454545453
R2_remove_oof_top100_dup_weight,3,1008,True,0.09991121111894667,0.9652777777777778,0.9946167276355172,964.84375,0.9571862599206349,6.002648115158081,274,0.7474269158866284,0.7408759124087592,0.8088763610236004,258,0.6082896988752277,0.7751937984496124,0.8613291139240508,16,2.9910144805908203,0.1875,0.09090909090909088
R2_remove_oof_top100_dup_weight,4,1008,True,0.062109771096060876,0.9791666666666666,0.9980545394080479,964.84375,0.9571862599206349,6.236587285995483,274,0.7889658943580015,0.7372262773722628,0.8024097717349251,258,0.6312696924505308,0.7790697674418605,0.8525316455696201,16,3.3318166732788086,0.0625,0.036363636363636355
R2_remove_oof_top100_dup_weight,5,1008,True,0.08203951154175679,0.9761904761904762,0.9949035583638177,964.84375,0.9571862599206349,4.797657489776611,274,0.8798655401779353,0.7445255474452555,0.7909136129995025,258,0.6327261462403361,0.7868217054263565,0.8527215189873417,16,4.864988327026367,0.0625,0.018181818181818177
R2_remove_oof_top100_dup_weight,6,1008,True,0.07650683961660877,0.9742063492063492,0.9962462587296308,964.84375,0.9571862599206349,5.972795724868774,274,0.9037653007646547,0.7408759124087592,0.7845022937047477,258,0.7361845655958782,0.7790697674418605,0.8339240506329114,16,3.606004476547241,0.125,0.14545454545454542
R2_remove_oof_top100_dup_weight,7,1008,True,0.04702033645932672,0.9811507936507936,0.9986115729963418,964.84375,0.9571862599206349,5.897329330444336,274,1.1119489555593824,0.7408759124087592,0.7698004753219477,258,0.857569736912269,0.7829457364341085,0.8225949367088609,16,5.2138142585754395,0.0625,0.12727272727272723
R2_remove_oof_top100_dup_weight,8,1008,True,0.08706006942264102,0.9672619047619048,0.9941968739607582,964.84375,0.9571862599206349,6.002264022827148,274,1.034148362159294,0.7481751824817519,0.8055601613883825,258,0.8068167920144953,0.7868217054263565,0.8534810126582278,16,4.699869632720947,0.125,0.07272727272727272
R2_remove_oof_top100_dup_weight,9,1008,True,0.05493191375660329,0.9821428571428571,0.9979797140006652,964.84375,0.9571862599206349,6.583085298538208,274,0.9868228215805805,0.7518248175182481,0.8024097717349252,258,0.7854397691959558,0.7906976744186046,0.845379746835443,16,4.234124660491943,0.125,0.07272727272727271
R2_remove_oof_top100_dup_weight,10,1008,True,0.03876167830692506,0.9871031746031746,0.9989191885600267,964.84375,0.9571862599206349,5.002098798751831,274,1.0780208110809326,0.6970802919708029,0.7904161830542198,258,0.8694577679153561,0.7325581395348837,0.8376582278481013,16,4.441100120544434,0.125,0.14545454545454542
