score_col,score_bin,bin_rank_high_to_low,rank_in_bin,id,score,ood_score_original,final_ood_score,panelness_anchor_max_rank,panelness_nn1_rank,label,pred_label,copied_path
dup_score,0.95-1.00,1,1,train_01004,1.0,0.0,0.0,0.7972181551976574,0.9981698389458272,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank01_dup_score_1p0000_train_01004_label0_pred0.jpg
dup_score,0.95-1.00,1,2,train_00664,1.0,0.0,0.0,0.42313323572474376,0.914714494875549,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank02_dup_score_1p0000_train_00664_label0_pred0.jpg
dup_score,0.95-1.00,1,3,train_01151,1.0,0.0,0.0,0.5761346998535871,0.8261346998535871,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank03_dup_score_1p0000_train_01151_label1_pred1.jpg
dup_score,0.95-1.00,1,4,train_00087,1.0,0.0,0.0,0.9787701317715959,0.9849926793557833,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank04_dup_score_1p0000_train_00087_label0_pred0.jpg
dup_score,0.95-1.00,1,5,train_00896,1.0,0.0,0.0,0.9385065885797951,0.9081259150805271,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_01_0.95_1.00/rank05_dup_score_1p0000_train_00896_label0_pred0.jpg
dup_score,0.55-0.60,9,1,train_00135,0.5625,0.0,0.0,0.3740849194729136,0.9835285505124451,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank01_dup_score_0p5625_train_00135_label1_pred1.jpg
dup_score,0.55-0.60,9,2,train_00403,0.5625,0.0,0.0,0.2884333821376281,0.8539531478770132,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank02_dup_score_0p5625_train_00403_label1_pred1.jpg
dup_score,0.55-0.60,9,3,train_00194,0.5625,0.0,0.0,0.212298682284041,0.8539531478770132,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank03_dup_score_0p5625_train_00194_label1_pred1.jpg
dup_score,0.55-0.60,9,4,train_00972,0.5625,0.0,0.0,0.42752562225475843,0.8781112737920937,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank04_dup_score_0p5625_train_00972_label0_pred0.jpg
dup_score,0.55-0.60,9,5,train_00133,0.5625,0.0,0.0,0.7137628111273792,0.9066617862371888,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_09_0.55_0.60/rank05_dup_score_0p5625_train_00133_label0_pred0.jpg
dup_score,0.20-0.25,16,1,train_01114,0.25,0.0,0.0,0.5710102489019033,0.8085651537335286,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank01_dup_score_0p2500_train_01114_label0_pred0.jpg
dup_score,0.20-0.25,16,2,train_00283,0.25,0.0,0.0,0.9399707174231332,0.8524890190336749,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank02_dup_score_0p2500_train_00283_label0_pred0.jpg
dup_score,0.20-0.25,16,3,train_00937,0.25,0.0,0.0,0.7979502196193266,0.8883601756954612,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank03_dup_score_0p2500_train_00937_label0_pred0.jpg
dup_score,0.20-0.25,16,4,train_01121,0.25,0.0,0.0,0.4033674963396779,0.9220351390922401,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank04_dup_score_0p2500_train_01121_label1_pred1.jpg
dup_score,0.20-0.25,16,5,train_01210,0.25,0.0,0.0,0.4341142020497804,0.9220351390922401,1,1,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_16_0.20_0.25/rank05_dup_score_0p2500_train_01210_label1_pred1.jpg
dup_score,0.05-0.10,19,1,train_00644,0.0625,0.0,0.0,0.712298682284041,0.9469253294289898,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_19_0.05_0.10/rank01_dup_score_0p0625_train_00644_label0_pred0.jpg
dup_score,0.05-0.10,19,2,train_01256,0.0625,0.0,0.0,0.7906295754026355,0.9469253294289898,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_19_0.05_0.10/rank02_dup_score_0p0625_train_01256_label0_pred0.jpg
dup_score,0.05-0.10,19,3,train_00301,0.0625,0.0,0.0,0.8645680819912153,0.763177159590044,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_19_0.05_0.10/rank03_dup_score_0p0625_train_00301_label0_pred0.jpg
dup_score,0.05-0.10,19,4,train_01219,0.0625,0.0,0.0,0.4663250366032211,0.8568814055636896,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_19_0.05_0.10/rank04_dup_score_0p0625_train_01219_label0_pred0.jpg
dup_score,0.05-0.10,19,5,train_00589,0.0625,0.0,0.0,0.4677891654465593,0.8568814055636896,0,0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070104_v3_20260701_214839/score_bin_sample_exports/dup_score/bin_19_0.05_0.10/rank05_dup_score_0p0625_train_00589_label0_pred0.jpg
