id,mislabel_score,dup_score,ood_score
train_00000,0.00835627612439989,0.0,0.4273792093704246
train_00001,0.00021977595847029466,0.0,0.714787701317716
train_00002,0.002708176150711143,0.0,0.3140556368960469
train_00003,0.001291273603086537,0.0,0.972181551976574
train_00004,0.13930385465352188,0.0,0.650805270863836
train_00005,7.682351327054986e-06,0.0,0.4544655929721815
train_00006,0.5436001268569136,0.0,0.41713030746705704
train_00007,0.003708558407574511,0.0625,0.2414348462664715
train_00008,0.05657123962622866,0.0,0.5269399707174232
train_00009,0.03917024763748563,0.0,0.6862371888726208
train_00010,0.028311359597797466,0.0,0.4830161054172767
train_00011,6.914380328810302e-09,0.5625,0.1635431918008785
train_00012,0.009725860506808081,0.0,0.8786237188872621
train_00013,7.923314515932041e-05,0.0,0.508931185944363
train_00014,3.24480937589779e-08,0.0,0.21493411420204978
train_00015,0.0008921943036705824,0.0,0.36456808199121515
train_00016,0.00010894033765975374,0.0,0.299267935578331
train_00017,0.00037909875636382316,0.0,0.4306002928257686
train_00018,0.0020825089417343097,0.0,0.5207906295754026
train_00019,1.556893144203729e-06,0.0,0.38653001464128844
train_00020,0.0001789541259887334,0.0,0.9859443631039532
train_00021,0.00020566927772434378,0.0,0.2342606149341142
train_00022,0.0009515469960178303,0.0,0.32737920937042464
train_00023,0.19791227766599853,0.0,0.7584187408491947
train_00024,0.00022518362381616282,0.0,0.3736456808199121
train_00025,0.000900423810852193,0.0,0.7306002928257687
train_00026,0.23536244175023233,0.0,0.563103953147877
train_00027,0.00025540092121029,1.0,0.3067349926793558
train_00028,0.00026324688055049506,1.0,0.5547584187408492
train_00029,0.017061254189977896,0.0,0.6682284040995607
train_00030,0.002306902456387249,0.0,0.40248901903367496
train_00031,0.003267814333607621,0.0,0.46368960468521236
train_00032,4.815797188397835e-07,0.0,0.39912152269399703
train_00033,0.00019047048712459374,0.0,0.2226939970717423
train_00034,0.0002474898425032812,0.0,0.3185944363103953
train_00035,3.3262185936206084e-06,0.0,0.15314787701317711
train_00036,0.04521530181130601,0.0,0.6382137628111273
train_00037,0.017395635938198498,0.0,0.6865300146412885
train_00038,4.277866976830067e-06,0.0,0.3355783308931186
train_00039,0.00019277315925172631,0.0,0.40980966325036605
train_00040,0.2536115363406883,0.0,0.592679355783309
train_00041,1.4862011785957745e-11,0.0,0.2383601756954612
train_00042,0.017323044993700975,1.0,0.5724743777452416
train_00043,0.000997081453179357,0.0,0.39707174231332354
train_00044,0.0005109148093393341,0.0,0.29677891654465594
train_00045,0.004341693989755121,0.0,0.4585651537335286
train_00046,0.005212344951589249,0.0,0.5723279648609078
train_00047,9.242553455132383e-10,0.0,0.27686676427525625
train_00048,0.012091281491420318,1.0,0.8986822840409956
train_00049,0.0013751096817195638,0.0,0.3724743777452415
train_00050,0.00090964404179604,0.0,0.2891654465592972
train_00051,0.03000184150695403,0.0,0.7578330893118594
train_00052,0.0002518685351545154,0.0,0.5109809663250366
train_00053,0.0024701529268613878,0.0,0.37393850658857986
train_00054,0.0008363322114617441,0.0,0.25080527086383597
train_00055,7.010503053593369e-05,0.0,0.46149341142020495
train_00056,0.00015878856494947944,0.0,0.41508052708638354
train_00057,0.018497675574190395,0.0,0.33279648609077594
train_00058,0.0010210225874406618,0.0,0.9655929721815519
train_00059,0.0005259701171995501,0.0,0.44773060029282574
train_00060,7.243994846482248e-05,1.0,0.4073206442166911
train_00061,6.396720771651735e-05,0.0,0.477891654465593
train_00062,9.175148030735683e-08,0.0625,0.33499267935578325
train_00063,9.59828537948653e-05,0.0,0.5414348462664715
train_00064,0.003623251353083529,0.0,0.32869692532942896
train_00065,9.02776608401029e-05,0.0,0.17906295754026358
train_00066,0.0013779955500074104,0.0,0.5029282576866765
train_00067,0.0008407381267475053,0.0,0.5543191800878478
train_00068,0.00011029172605122047,0.0,0.3005856515373353
train_00069,0.08207596126320126,0.0,0.2879941434846266
train_00070,0.001309506391829744,0.0,0.8494875549048316
train_00071,0.0005671969476536086,0.0,0.42562225475841875
train_00072,0.055016821801690076,0.0,0.440117130307467
train_00073,0.0021281596059230397,0.0,0.6941434846266471
train_00074,0.004513129097194912,0.0,0.8751098096632504
train_00075,0.00045470881735147335,0.0,0.3038067349926794
train_00076,5.6272093129664285e-05,0.0,0.9228404099560761
train_00077,4.330825083619702e-09,0.0,0.24231332357247437
train_00078,8.161364346249655e-05,0.0,0.7487554904831626
train_00079,0.0005014095965145642,0.0,0.3521229868228404
train_00080,0.00216435457755171,0.0,0.5117130307467057
train_00081,0.002605090731723264,0.0,0.6770131771595901
train_00082,0.00015443751175719267,1.0,0.4199121522693997
train_00083,0.000616221668396567,0.0,0.8487554904831625
train_00084,0.0003250343692825592,0.0,0.44363103953147875
train_00085,7.960278866726802e-05,0.0,0.8937042459736457
train_00086,0.004929690499642591,0.0,0.9035139092240118
train_00087,0.00014200573366161335,1.0,0.7039531478770131
