id,mislabel_score,dup_score,ood_score
train_00000,0.008891647405396826,0.0,0.0
train_00001,0.0004627346862644752,0.0,0.0
train_00002,0.08237836247120096,0.0,0.0
train_00003,0.0,0.0,0.8587708587708592
train_00004,0.32628526222453175,0.0,0.37851037851037844
train_00005,8.449468475747675e-06,0.0,0.0
train_00006,0.9329468907931278,0.0,0.0
train_00007,0.0029479756852911214,0.0625,0.0
train_00008,0.24648474633416134,0.0,0.0
train_00009,0.2697714542218586,0.0,0.0
train_00010,0.461369386338099,0.0,0.0
train_00011,4.959763799661232e-09,0.5625,0.0
train_00012,0.0,0.0,1.0
train_00013,9.682464370812053e-05,0.0,0.0
train_00014,2.47990101057767e-08,0.0,0.0
train_00015,0.0008435955672742979,0.0,0.0
train_00016,9.329438992130545e-05,0.0,0.0
train_00017,0.08039973869934028,0.0,0.0
train_00018,0.04261898298155174,0.0,0.0
train_00019,1.5227122356093975e-06,0.0,0.0
train_00020,0.0,0.0,1.0
train_00021,0.04016119680961149,0.0,0.0
train_00022,0.0008500190475462076,0.0,0.0
train_00023,0.9269036913441938,0.0,0.0
train_00024,0.00021580959612999085,0.0,0.0
train_00025,0.002012232147443629,0.0,0.0
train_00026,0.7294357065310326,0.0,0.0
train_00027,0.0002211233658395713,1.0,0.0
train_00028,0.04035495726505221,1.0,0.0
train_00029,0.19288709231959789,0.0,0.0
train_00030,0.0423255967670947,0.0,0.0
train_00031,0.003678711818368665,0.0,0.0
train_00032,0.040000480876041876,0.0,0.0
train_00033,0.00014705961659598198,0.0,0.0
train_00034,0.00021796644117764465,0.0,0.0
train_00035,2.3566558470859114e-06,0.0,0.0
train_00036,0.1071550864282607,0.0,0.4599104599104603
train_00037,0.035721578582935336,0.0,0.0
train_00038,3.86311408613906e-06,0.0,0.0
train_00039,0.040196041373268085,0.0,0.0
train_00040,0.8052117760368651,0.0,0.0
train_00041,1.1707905478441917e-11,0.0,0.0
train_00042,0.06549842734223144,1.0,0.0
train_00043,0.0409938907495769,0.0,0.0
train_00044,0.0004362225452119984,0.0,0.0
train_00045,0.004851157165355959,0.0,0.0
train_00046,0.007406385811945493,0.0,0.0
train_00047,7.668755630518831e-10,0.0,0.0
train_00048,0.35311542300386684,1.0,0.19129019129019179
train_00049,0.0013176989050984154,0.0,0.0
train_00050,0.0407687983967109,0.0,0.0
train_00051,0.0,0.0,0.8913308913308924
train_00052,0.00030914644547184783,0.0,0.0
train_00053,0.0023767854959058344,0.0,0.0
train_00054,0.000670535955461255,0.0,0.0
train_00055,7.81206720813949e-05,0.0,0.0
train_00056,0.00016288413993051273,0.0,0.0
train_00057,0.09715524626815501,0.0,0.0
train_00058,0.005550002005606715,0.0,0.7692307692307697
train_00059,0.0005719740729416947,0.0,0.0
train_00060,0.0800733436779709,1.0,0.0
train_00061,7.351359583100171e-05,0.0,0.0
train_00062,8.278239152962756e-08,0.0625,0.0
train_00063,0.00012561306857755548,0.0,0.0
train_00064,0.12325627099586682,0.0,0.0
train_00065,6.59886853182153e-05,0.0,0.0
train_00066,0.04166799900795277,0.0,0.0
train_00067,0.0011339992381262374,0.0,0.0
train_00068,9.46298539127197e-05,0.0,0.0
train_00069,0.1286620187724617,0.0,0.0
train_00070,0.0007527182141136659,0.0,0.7285307285307288
train_00071,0.0005930862967345995,0.0,0.0
train_00072,0.06979399708478869,0.0,0.0
train_00073,0.0842047059030276,0.0,0.0
train_00074,0.022604609940921033,0.0,0.0
train_00075,0.00039213816145978835,0.0,0.0
train_00076,0.010813064027656758,0.0,0.6227106227106239
train_00077,3.429511341579428e-09,0.0,0.0
train_00078,0.00019496590722609773,0.0,0.0
train_00079,0.00046471677187079075,0.0,0.0
train_00080,0.0026715191481467846,0.0,0.0
train_00081,0.004879689848742782,0.0,0.0
train_00082,0.00015979919833561447,1.0,0.0
train_00083,0.07258440421029198,0.0,0.10175010175010227
train_00084,0.04035072916834428,0.0,0.0
train_00085,0.00044962055366794636,0.0,0.0
train_00086,0.024994978493013933,0.0,0.5575905575905588
train_00087,0.00028794222581027176,1.0,0.0
train_00088,3.220922258353067e-07,0.0,0.0
train_00089,0.0009582824303476316,0.0,0.0
train_00090,5.24676169177951e-10,0.0,0.0
train_00091,0.0034741482264612753,0.0,0.0
train_00092,6.038588902975392e-06,0.0,0.0
train_00093,0.002442674533983798,0.0,0.0
train_00094,0.0011615757587785185,0.0,0.0
train_00095,3.1889048841213087e-06,0.0,0.0
train_00096,0.06273627299057202,0.0,0.614570614570615
train_00097,2.8720737788034968e-09,0.0,0.0
train_00098,0.004874566406940865,0.5625,0.0
train_00099,0.013729630201806476,0.0,0.0
train_00100,0.00023884932605075325,0.0,0.0
train_00101,0.0012632444477231237,0.0,0.8343508343508349
train_00102,0.0009486745809048677,0.0,0.0
train_00103,1.623164107416687e-06,0.0,0.0
train_00104,0.0015404971558646203,0.0,0.0
train_00105,0.0031378258780284285,0.0,0.0
