id,mislabel_score,dup_score,ood_score
train_00000,0.0,0.0,0.0
train_00001,0.0,0.0,0.0
train_00002,0.028156482209258985,0.0,0.0
train_00003,0.0,0.0,0.8587708587708592
train_00004,0.3273285100653789,0.0,0.37851037851037844
train_00005,0.0,0.0,0.0
train_00006,0.927049263086753,0.0,0.0
train_00007,0.0,0.0625,0.0
train_00008,0.2514803633826718,0.0,0.0
train_00009,0.27051981347257925,0.0,0.0
train_00010,0.4599974102040672,0.0,0.0
train_00011,0.0,0.5625,0.0
train_00012,0.0,0.0,1.0
train_00013,0.0,0.0,0.0
train_00014,0.0,0.0,0.0
train_00015,0.0,0.0,0.0
train_00016,0.0,0.0,0.0
train_00017,0.01154323321749238,0.0,0.0
train_00018,0.020892514534922673,0.0,0.0
train_00019,0.0,0.0,0.0
train_00020,0.0,0.0,1.0
train_00021,0.0051832552450412584,0.0,0.0
train_00022,0.0,0.0,0.0
train_00023,0.9371087551116944,0.0,0.0
train_00024,0.0,0.0,0.0
train_00025,0.0,0.0,0.0
train_00026,0.7388601189499338,0.0,0.0
train_00027,0.0,1.0,0.0
train_00028,0.0076915241776495166,1.0,0.0
train_00029,0.14807001118749616,0.0,0.0
train_00030,0.0196875458395009,0.0,0.0
train_00031,0.0,0.0,0.0
train_00032,0.0002831007011255532,0.0,0.0
train_00033,0.0,0.0,0.0
train_00034,0.0,0.0,0.0
train_00035,0.0,0.0,0.0
train_00036,0.10932217936188543,0.0,0.4599104599104603
train_00037,0.0,0.0,0.0
train_00038,0.0,0.0,0.0
train_00039,0.00571607926916223,0.0,0.0
train_00040,0.8172011160389452,0.0,0.0
train_00041,0.0,0.0,0.0
train_00042,0.06519001373195059,1.0,0.0
train_00043,0.01287044903112613,0.0,0.0
train_00044,0.0,0.0,0.0
train_00045,0.0,0.0,0.0
train_00046,0.0,0.0,0.0
train_00047,0.0,0.0,0.0
train_00048,0.3598824047203647,1.0,0.19129019129019179
train_00049,0.0,0.0,0.0
train_00050,0.011319587718573627,0.0,0.0
train_00051,0.0,0.0,0.8913308913308924
train_00052,0.0,0.0,0.0
train_00053,0.0,0.0,0.0
train_00054,0.0,0.0,0.0
train_00055,0.0,0.0,0.0
train_00056,0.0,0.0,0.0
train_00057,0.07562020512216516,0.0,0.0
train_00058,0.0052631389558721806,0.0,0.7692307692307697
train_00059,0.0,0.0,0.0
train_00060,0.004944481030094543,1.0,0.0
train_00061,0.0,0.0,0.0
train_00062,0.0,0.0625,0.0
train_00063,0.0,0.0,0.0
train_00064,0.040350161064528794,0.0,0.0
train_00065,0.0,0.0,0.0
train_00066,0.01667332704227903,0.0,0.0
train_00067,0.0,0.0,0.0
train_00068,0.0,0.0,0.0
train_00069,0.12156069730280265,0.0,0.0
train_00070,0.0,0.0,0.7285307285307288
train_00071,0.0,0.0,0.0
train_00072,0.0,0.0,0.0
train_00073,0.0374375297574844,0.0,0.0
train_00074,0.0,0.0,0.0
train_00075,0.0,0.0,0.0
train_00076,0.002284391644406559,0.0,0.6227106227106239
train_00077,0.0,0.0,0.0
train_00078,0.0,0.0,0.0
train_00079,0.0,0.0,0.0
train_00080,0.0,0.0,0.0
train_00081,0.0,0.0,0.0
train_00082,0.0,1.0,0.0
train_00083,0.025180770080650092,0.0,0.10175010175010227
train_00084,0.0076455778977597075,0.0,0.0
train_00085,0.0,0.0,0.0
train_00086,0.025379796909193127,0.0,0.5575905575905588
train_00087,0.0,1.0,0.0
train_00088,0.0,0.0,0.0
train_00089,0.0,0.0,0.0
train_00090,0.0,0.0,0.0
train_00091,0.0,0.0,0.0
train_00092,0.0,0.0,0.0
train_00093,0.0,0.0,0.0
train_00094,0.0,0.0,0.0
train_00095,0.0,0.0,0.0
train_00096,0.06391618864695602,0.0,0.614570614570615
train_00097,0.0,0.0,0.0
train_00098,0.0,0.5625,0.0
train_00099,0.0,0.0,0.0
train_00100,0.0,0.0,0.0
train_00101,0.001271419295617215,0.0,0.8343508343508349
train_00102,0.0,0.0,0.0
train_00103,0.0,0.0,0.0
train_00104,0.0,0.0,0.0
train_00105,0.0,0.0,0.0
train_00106,0.0,0.0,0.0
train_00107,0.0,0.0,0.0
train_00108,0.0,0.0,0.0
train_00109,0.0,0.0,0.0
train_00110,0.0,0.0,0.0
train_00111,0.027982685817564194,0.0,0.0
train_00112,0.0,0.0,0.0
train_00113,0.209173496922439,0.0,0.0
train_00114,0.003906314333464848,0.0,0.0
train_00115,0.0,0.5625,0.0
train_00116,0.0,0.0,0.0
train_00117,0.0,0.0,0.0
train_00118,0.0,0.0,0.0
train_00119,0.9057391797616028,0.0,0.0
train_00120,0.0,0.0,0.0
train_00121,0.026014916801828797,0.0,0.0
train_00122,0.029333074205600978,0.0,0.0
train_00123,0.5744594429516404,0.0,0.0
train_00124,0.0,1.0,0.0
train_00125,0.0,0.0,0.0
